case	label	selection	scope_fraction	selected_modules	seed	baseline_score	score	gain
llama_tulu	high_f_high_c_top25	high_f_high_c	0.25	56		0.7004359543788259	0.701797342163238	0.0013613877844120825
llama_tulu	high_f_low_c_top25	high_f_low_c	0.25	56		0.7004359543788259	0.7041078782076002	0.0036719238287743483
llama_tulu	low_f_high_c_top25	low_f_high_c	0.25	56		0.7004359543788259	0.7225301089996764	0.022094154620850515
llama_tulu	low_f_low_c_top25	low_f_low_c	0.25	56		0.7004359543788259	0.713412634033254	0.012976679654428058
llama_tulu	compatibility_top25	compatibility	0.25	56		0.7004359543788259	0.7156733023932056	0.015237348014379704
llama_tulu	high_f_high_c_top50	high_f_high_c	0.5	112		0.7004359543788259	0.719782399588647	0.019346445209821095
llama_tulu	high_f_low_c_top50	high_f_low_c	0.5	112		0.7004359543788259	0.7153735422013591	0.014937587822533183
llama_tulu	low_f_high_c_top50	low_f_high_c	0.5	112		0.7004359543788259	0.7404902325828802	0.04005427820405427
llama_tulu	low_f_low_c_top50	low_f_low_c	0.5	112		0.7004359543788259	0.7137123942251005	0.01327643984627458
llama_tulu	compatibility_top50	compatibility	0.5	112		0.7004359543788259	0.715535889218385	0.01509993483955907
