case	label	category	baseline_score	score	gain
llama_tulu	high_f_high_c_top25	prompt_strict	0.6229205175600739	0.6229205175600739	0.0
llama_tulu	high_f_high_c_top25	prompt_loose	0.6728280961182994	0.6746765249537893	0.001848428835489857
llama_tulu	high_f_high_c_top25	instruction_strict	0.7302158273381295	0.7326139088729017	0.0023980815347721673
llama_tulu	high_f_high_c_top25	instruction_loose	0.7757793764988009	0.7769784172661871	0.0011990407673861947
llama_tulu	high_f_low_c_top25	prompt_strict	0.6229205175600739	0.6247689463955638	0.001848428835489857
llama_tulu	high_f_low_c_top25	prompt_loose	0.6728280961182994	0.6820702402957486	0.009242144177449174
llama_tulu	high_f_low_c_top25	instruction_strict	0.7302158273381295	0.7302158273381295	0.0
llama_tulu	high_f_low_c_top25	instruction_loose	0.7757793764988009	0.7793764988009593	0.003597122302158362
llama_tulu	low_f_high_c_top25	prompt_strict	0.6229205175600739	0.6451016635859519	0.02218114602587795
llama_tulu	low_f_high_c_top25	prompt_loose	0.6728280961182994	0.7042513863216266	0.03142329020332724
llama_tulu	low_f_high_c_top25	instruction_strict	0.7302158273381295	0.7458033573141487	0.015587529976019199
llama_tulu	low_f_high_c_top25	instruction_loose	0.7757793764988009	0.7949640287769785	0.01918465227817756
llama_tulu	low_f_low_c_top25	prompt_strict	0.6229205175600739	0.6414048059149723	0.01848428835489835
llama_tulu	low_f_low_c_top25	prompt_loose	0.6728280961182994	0.6894639556377079	0.01663585951940849
llama_tulu	low_f_low_c_top25	instruction_strict	0.7302158273381295	0.7398081534772182	0.00959232613908867
llama_tulu	low_f_low_c_top25	instruction_loose	0.7757793764988009	0.7829736211031175	0.007194244604316613
llama_tulu	compatibility_top25	prompt_strict	0.6229205175600739	0.6377079482439926	0.014787430683918634
llama_tulu	compatibility_top25	prompt_loose	0.6728280961182994	0.6950092421441775	0.022181146025878062
llama_tulu	compatibility_top25	instruction_strict	0.7302158273381295	0.7422062350119905	0.011990407673860948
llama_tulu	compatibility_top25	instruction_loose	0.7757793764988009	0.7877697841726619	0.011990407673860948
llama_tulu	high_f_high_c_top50	prompt_strict	0.6229205175600739	0.6451016635859519	0.02218114602587795
llama_tulu	high_f_high_c_top50	prompt_loose	0.6728280961182994	0.6968576709796673	0.02402957486136792
llama_tulu	high_f_high_c_top50	instruction_strict	0.7302158273381295	0.7458033573141487	0.015587529976019199
llama_tulu	high_f_high_c_top50	instruction_loose	0.7757793764988009	0.7913669064748201	0.015587529976019199
llama_tulu	high_f_low_c_top50	prompt_strict	0.6229205175600739	0.634011090573013	0.011090573012939031
llama_tulu	high_f_low_c_top50	prompt_loose	0.6728280961182994	0.6987060998151571	0.025878003696857665
llama_tulu	high_f_low_c_top50	instruction_strict	0.7302158273381295	0.737410071942446	0.007194244604316502
llama_tulu	high_f_low_c_top50	instruction_loose	0.7757793764988009	0.7913669064748201	0.015587529976019199
llama_tulu	low_f_high_c_top50	prompt_strict	0.6229205175600739	0.6691312384473198	0.04621072088724587
llama_tulu	low_f_high_c_top50	prompt_loose	0.6728280961182994	0.7208872458410351	0.04805914972273573
llama_tulu	low_f_high_c_top50	instruction_strict	0.7302158273381295	0.7649880095923262	0.03477218225419665
llama_tulu	low_f_high_c_top50	instruction_loose	0.7757793764988009	0.8069544364508393	0.031175059952038398
llama_tulu	low_f_low_c_top50	prompt_strict	0.6229205175600739	0.6395563770794824	0.01663585951940849
llama_tulu	low_f_low_c_top50	prompt_loose	0.6728280961182994	0.6913123844731978	0.01848428835489835
llama_tulu	low_f_low_c_top50	instruction_strict	0.7302158273381295	0.7422062350119905	0.011990407673860948
llama_tulu	low_f_low_c_top50	instruction_loose	0.7757793764988009	0.7817745803357314	0.005995203836930529
llama_tulu	compatibility_top50	prompt_strict	0.6229205175600739	0.6377079482439926	0.014787430683918634
llama_tulu	compatibility_top50	prompt_loose	0.6728280961182994	0.6968576709796673	0.02402957486136792
llama_tulu	compatibility_top50	instruction_strict	0.7302158273381295	0.7386091127098321	0.008393285371702586
llama_tulu	compatibility_top50	instruction_loose	0.7757793764988009	0.7889688249400479	0.013189448441247031
